,Alcohol,Appellation,Category,Points,Price,Review,Wine,Winery,Year,Variety,State
92,14.5,"Russian River Valley, Sonoma, California, US",Red,95,80.0,"From vines planted in 1974, this vine-designate is spicy, savory and rocky in mineral content, with a broadly lush palate that's succulent in texture. Immensely pleasurable and appealing, it has an exuberance of fruit and spice.",Lynmar 2016 Old Vines Quail Hill Vineyard Pinot Noir (Russian River Valley),Lynmar,2016.0,Pinot Noir,California
93,13.2,"Eola-Amity Hills, Willamette Valley, Oregon, US",White,95,95.0,"This is from an old-vines Wente clone, planted in 1977. You'll notice the texture first, layers of well-proportioned citrus, lemon zest, wet stone and hints of barrel toast. The length and detail are superb, and though drinking well already, this is a wine that will reward cellaring. Drink now through the 2020s.",Bethel Heights 2015 The High Wire Chardonnay (Eola-Amity Hills),Bethel Heights,2015.0,Chardonnay,Oregon
94,14.5,"Mt. Harlan, Central Coast, California, US",Red,95,70.0,"Less than one-third of a ton per acre came off of this nearly 35-year-old vineyard from this drought-addled vintage, but what made it to bottle is quite amazing. Aromas of earthy thyme, sagebrush, wild black cherry and cocoa are layered and elegant. The palate is rich and thoroughly engaging in flavors of roasted tomato, mulberry and purple flower.",Calera 2015 Mills Vineyard Fortieth Anniversary Vintage Pinot Noir (Mt. Harlan),Calera,2015.0,Pinot Noir,California
95,12.9,"Santa Cruz Mountains, Central Coast, California, US",Red,95,52.0,"From a vineyard in Aptos just 4.5 miles from the ocean, this bottling begins with a bright fruity nose of alpine strawberry, red currants, dried thyme and lavender. The palate is fascinatingly floral, with rose petal, hibiscus and dried purple-flower flavors, wrapped around elegant cherry tones.",Lioco 2016 Saveria Pinot Noir (Santa Cruz Mountains),Lioco,2016.0,Pinot Noir,California
96,13.3,"Santa Cruz Mountains, Central Coast, California, US",Red,95,55.0,"Bradley Brown goes 100% whole cluster for this single-vineyard expression with stunning results. Aromas of sagebrush, pine needles, damp thyme and wet soil meet with tart raspberry on the distinctive nose. The palate's tangy red fruit is lifted by tea leaves, wild green sage and zesty acidity that vibrates the tongue.",Big Basin 2016 Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),Big Basin,2016.0,Pinot Noir,California
97,15.2,"Napa Valley, Napa, California, US",Red,95,280.0,"This is a peppery, spicy wine that has a leathery, full-bodied feel. Succulent waves of blueberry are velvety smooth on the palate, offering an impressive marriage between richness and balance. The blend is mostly Merlot, with Cabernet Sauvignon, Cabernet Franc, Malbec and Petit Verdot.",Kenzo Estate 2015 Murasaki Estate Bottled Proprietary Red (Napa Valley),Kenzo Estate,2015.0,Red Blend,California
98,14.4,"Sonoma Coast, Sonoma, California, US",White,95,60.0,"Creamy stone-fruit and lemon-curd flavors provide an elegant richness to this coastal white. It is a bold, layered example of the variety that is well balanced by honed acidity.",Lynmar 2016 Susanna's Vineyard Chardonnay (Sonoma Coast),Lynmar,2016.0,Chardonnay,California
99,14.3,"Russian River Valley, Sonoma, California, US",White,95,55.0,"Medium bodied and gritty on the palate, this has a richness of crème brûlée, the fruit a mix of quince and stone fruit. The acidity is emphasized in lingering layers of lime salt that remain vibrant on the finish.",Lynmar 2016 Old Wente Chardonnay (Russian River Valley),Lynmar,2016.0,Chardonnay,California
100,13.0,"Santa Maria Valley, Central Coast, California, US",Red,95,60.0,"From vines planted in 1973, this excellent bottling is superfresh with aromas of raspberry as well as loads of dark rock minerality, from crushed slate and wet clay to smashed soapstone. That earthy minerality shows on the sip as well, alongside sagebrush, thyme, peppercorns and intense boysenberry flavors.",Scar of the Sea 2016 Block Q Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Scar of the Sea,2016.0,Pinot Noir,California
101,15.8,"Napa Valley, Napa, California, US",Red,94,160.0,"From the great site in Rutherford, this wine is dusty and weighty in blue fruit, leather and polished grippy tannin. With a touch of that grip on the texture, it shows as complex and robustly ripe and full bodied, offering an explosive concentration of up-front succulence and savory underbelly.",Boich 2016 Beckstoffer Vineyard Georges III Cabernet Sauvignon (Napa Valley),Boich,2016.0,Cabernet Sauvignon,California
102,13.0,"Spring Mountain District, Napa, California, US",Red,94,55.0,"Floral in rose petal, lavender and savory spice, this tastes of rock and grit and tangy acidity. Offering substantial complexity from an unlikely site for the variety, high above the town of St. Helena, this is a beautifully made, delicate wine that shows structure and unending grace.",Brick & Mortar 2016 La Perla Vineyard Pinot Noir (Spring Mountain District),Brick & Mortar,2016.0,Pinot Noir,California
103,14.5,"Howell Mountain, Napa, California, US",Red,94,95.0,"A 100% varietal wine from the mountain appellation, this offers aromas of violet and cedar before delving into powerful flavors of cherry, blueberry and graham cracker. Well-developed tannins support the frame, retaining plenty of acidity and underlying succulence. Enjoy 2025–2030.",Davies 2015 Red Cap Vineyard Cabernet Sauvignon (Howell Mountain),Davies,2015.0,Cabernet Sauvignon,California
104,14.3,Jaffurs,Red,94,29.0,"Always one of the most reliable and well-priced Central Coast wines of any variety, this vintage's county-wide blend is fantastic, showing aromas of elderberry, lilac, wet slate, crushed gravel and uncracked peppercorns. It's rich and full of peppery spice on the palate, yet balanced by delicate black-plum and jasmine flavors.",Jaffurs 2016 Syrah (Santa Barbara County),Jaffurs,2016.0,Syrah,
105,13.8,"Edna Valley, Central Coast, California, US",Red,94,64.0,"This best barrel blend from the winery's estate vineyard offers rustic red cherry, leather, game and mulling spice aromas on the dynamic nose. The lightly bodied but acid-driven palate shows sandalwood and hickory-smoked cherry flavors, proving extremely flavorful on a delicate frame.",Kynsi 2015 Precious Stone Corral Vineyard Pinot Noir (Edna Valley),Kynsi,2015.0,Pinot Noir,California
106,14.2,"Anderson Valley, Mendocino County, California, US",Red,94,57.0,"This arresting wine slightly edged out two other single-vineyard offerings from this producer. Charming, snappy and also nicely concentrated, this medium-bodied wine offers a broad array of enticing aromas, vivid fruit flavors and great balance. It smells like red and black fruits with a touch of rhubarb, tastes fresh and fruity but also nuanced with tea and herb elements. It stays just on the lean side of the ripeness scale.",Pennyroyal Farm 2015 Eye of the Needle Pinot Noir (Anderson Valley),Pennyroyal Farm,2015.0,Pinot Noir,California
107,14.9,"Santa Lucia Highlands, Central Coast, California, US",Red,94,65.0,"Macerated red plum is lifted by clove, allspice and an intriguing marzipan touch on the nose of this wine from a vineyard planted in 2006. The Christmas spice and gingerbread aromas are integrated into the plum and cherry backdrop.",Tantara 2016 Tondre Pinot Noir (Santa Lucia Highlands),Tantara,2016.0,Pinot Noir,California
108,14.1,Boatique,Red,94,26.0,"This outstanding wine compares well to cool-climate Syrahs, especially its aromas of French oak, new leather and turned earth. It has a deep, dark color, complex aromas, intense blackberry and coffee-bean flavors and a full but not overbearing body. The firm tannins provide good grip without drying. Best after 2021.",Boatique 2016 Petite Sirah (Red Hills),Boatique,2016.0,Petite Sirah,
109,13.5,"Sonoma Coast, Sonoma, California, US",Red,94,75.0,"This is an intriguing and excitingly exotic red, delicately layered and balanced in freshness. It opens in crisp blueberry and orange-zest characteristics seasoned in baking spice and cardamom, finishing with as much elegance as it begins.",Flowers 2016 Sea View Ridge Pinot Noir (Sonoma Coast),Flowers,2016.0,Pinot Noir,California
110,13.8,"Russian River Valley, Sonoma, California, US",White,94,55.0,"A jasmine aroma lifts from the glass as white peach lingers in the background. Sourced from the well-known Bacigalupi Vineyard, the palate is well textured and sizzling in lemon zest acidity.",Gary Farrell 2016 Bacigalupi Vineyard Chardonnay (Russian River Valley),Gary Farrell,2016.0,Chardonnay,California
111,14.1,"Yorkville Highlands, North Coast, California, US",Red,94,32.0,"This wine is raucous and raw-boned, exuding a powerful black-pepper aroma and a mouthcoating palate of beef, pepper, singed rosemary and blackberry. Owing some of its wild character to the use of 50% whole-cluster fermentation, the wine is medium to full in body, quite tannic and bone dry. It's not for the faint of heart, but the adventurous will love it.",Halcón 2016 Tierra Petite Sirah (Yorkville Highlands),Halcón,2016.0,Petite Sirah,California
112,13.6,La Follette,Red,94,35.0,"This is a juicy, spicy and well-developed appellation wine—a testament to good winemaking and fruit. Cardamom, dark cherry, pomegranate and tannin combine well and find contrast and complement within a balanced light-bodied style.",La Follette 2016 Pinot Noir (Sonoma Coast),La Follette,2016.0,Pinot Noir,
113,14.6,"Sonoma Coast, Sonoma, California, US",White,94,68.0,"Structured in plenty of firm juicy acidity, this wine impresses from the get-go, offering softly layered elements of anise, pear and fig. Creamy and lush on the midpalate, it lingers in ginger and lemongrass exoticism, leaving a memorable impression.",Pellet Estate 2015 Sun Chase Vineyard Chardonnay (Sonoma Coast),Pellet Estate,2015.0,Chardonnay,California
114,14.5,"Calistoga, Napa, California, US",Red,94,95.0,"This is a well-integrated wine from the warmer appellation, the oak and tannin relatively tamed within a rich framework of baked plum, cherry and exuberant acidity. The flavors are robustly concentrated and widely appealing.",Raymond 2015 District Collection Cabernet Sauvignon (Calistoga),Raymond,2015.0,Cabernet Sauvignon,California
115,13.5,"California, California Other, California, US",Red,94,50.0,"Concentrated aromas of mulberry, exotic red cherry, crushed rose petals, crushed slate, tarragon and sandalwood make for a stunning entry to this always epic bottling by Jim Clendenen. Clean flavors of raspberry and red currant are lifted by dried herbs and tea spice on the palate, which is drinking great but will also age for eons. Drink now–2035.",Au Bon Climat 2015 Isabelle Pinot Noir (California),Au Bon Climat,2015.0,Pinot Noir,California
116,15.8,"Napa Valley, Napa, California, US",Red,94,160.0,"From another great site farmed by the famous Beckstoffer, this is grainy, textured and robustly ripe. Powerfully built to age and impress, it offers a wealth of lush, layered blue fruit and black licorice, as well as impressive structure. Enjoy 2026–2031.",Boich 2016 Beckstoffer Missouri Hopper Vineyard Cabernet Sauvignon (Napa Valley),Boich,2016.0,Cabernet Sauvignon,California
117,14.8,"Russian River Valley, Sonoma, California, US",Red,94,58.0,"A bright floral fragrance of rose rises seamlessly on the nose of this wine, as a full-bodied concentration of black raspberry develops on the palate. Asian spice, forest floor and black tea underline its varietal power and exoticism.",MacRostie 2016 Wohler Vineyard Pinot Noir (Russian River Valley),MacRostie,2016.0,Pinot Noir,California
118,15.1,"Santa Barbara County, Central Coast, California, US",Red,94,35.0,"Gamy aromas of lamb roast, rosemary, lavender and white pepper create an excellent cool-climate expression on this bottling by Chris Kiranbay. The palate is overloaded with green peppercorns, thyme and immense herbal and peppery spices deep into the finish.",Saint K 2016 Days Gone By Syrah (Santa Barbara County),Saint K,2016.0,Syrah,California
119,13.5,"Sonoma Coast, Sonoma, California, US",Red,94,82.0,"This is a powerfully perfumed red, inviting in lavender and rose petal, with a lasting impression of cardamom spice. It feels dense and rich within a context of balanced acidity and stemmy earthiness that lingers long on the finish.",Small Vines 2016 MK Vineyard Estate Grown Pinot Noir (Sonoma Coast),Small Vines,2016.0,Pinot Noir,California
120,14.5,"Santa Ynez Valley, Central Coast, California, US",Red,94,65.0,"Dark in the glass, this Syrah aged entirely in clay amphora is fascinating, starting with aromas of roasted lamb and crushed peppercorns. Firm, mouthcoating tannins frame the extremely intense and rich palate, which carries dark fruit and wet-clay flavors. Drink 2019–2030.",Zaca Mesa 2015 Amphora Estate Vineyard Syrah (Santa Ynez Valley),Zaca Mesa,2015.0,Syrah,California
121,14.6,"Rutherford, Napa, California, US",Red,94,220.0,"Dusty rock and mineral characterize this wine throughout its full-bodied concentration of ripe plum and black cherry. Cedar, graphite and oak provide context and additional complexity, rounding out on a finish of dried herb, clove and black pepper.",Alpha Omega 2015 Beckstoffer Georges III Cabernet Sauvignon (Rutherford),Alpha Omega,2015.0,Cabernet Sauvignon,California
122,14.7,"Napa Valley, Napa, California, US",Red,94,195.0,"This expertly blends 87% Cabernet Franc with 13% Merlot. The combination is unbeatable, characterized by graphite, cedar and a touch of reduction. Leathery texture that softens on the midpalate is robustly layered in blueberry and cinnamon.",Anderson Conn Valley 2016 Gustaf Cabernet Franc-Merlot (Napa Valley),Anderson Conn Valley,2016.0,Merlot,California
123,14.7,"Paso Robles, Central Coast, California, US",Red,94,75.0,"Intensely dark in the glass, this blend of 50% Cabernet Franc and 50% Merlot offers aromas of black currant, black cherry and mocha. A crushed-slate flavor makes for impressive minerality on the palate, where a baked-boysenberry flavor is framed by firm tannins yet a soft, mouthcoating texture.",Daou 2016 Seventeen Forty Reserve Red (Paso Robles),Daou,2016.0,Red Blend,California
