,Unnamed: 0,Unnamed: 0.1,Alcohol,Appellation,Bottlesize,Category,Points,Price,Review,Url,Variety,Wine,Winery,Unnamed: 0.1.1,Unnamed: 0.1.1.1
66,66,66.0,15.2%,"Paso Robles, Central Coast, California, US",750 ml,Red,85,"$35,  Buy Now",Overextracted aromas of tangy black plum and blackberry jam show on the nose of this bottling. Ripe flavors of black-plum juice prove too tangy and nearly vinegar-like.,https://www.winemag.com/buying-guide/balderdash-2014-49-mulberry-merlot-paso-robles-303149/,Merlot,Balderdash 2014 49 Mulberry Merlot (Paso Robles),Balderdash,,
67,67,67.0,13.7%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,85,"$21,  Buy Now","Aromas of soil, violet, herb and cherry lead to medium-bodied fruit flavors that trail on the finish. It seems slightly evolved for its age.",https://www.winemag.com/buying-guide/gordon-estate-2014-estate-grown-petit-verdot-columbia-valley-wa-304183/,Petit Verdot,Gordon Estate 2014 Estate Grown Petit Verdot (Columbia Valley (WA)),Gordon Estate,,
68,68,68.0,12%,"Texas, Texas, US",750 ml,White,85,"$20,  Buy Now","Pear and apricot aromas are joined by a soapy gardenia note. The palate is ripe and loaded with peach, guava, lemon and rose. Blood orange acidity moves to a finish of apple and blossoms.",https://www.winemag.com/buying-guide/landon-2016-bingham-family-vineyards-viognier-texas/,Viognier,Landon 2016 Bingham Family Vineyards Viognier (Texas),Landon,,
69,69,69.0,12.5%,"Lodi, Central Valley, California, US",750 ml,White,85,"$17,  Buy Now","This light-bodied wine is grassy in aroma, has lean veggie and lemon flavors and a fairly crisp mouthfeel.",https://www.winemag.com/buying-guide/langetwins-2017-estate-grown-musque-clone-sauvignon-blanc-lodi/,Sauvignon Blanc,LangeTwins 2017 Estate Grown Musqué Clone Sauvignon Blanc (Lodi),LangeTwins,,
70,70,70.0,12.5%,"Texas, Texas, US",750 ml,White,85,"$19,  Buy Now","A floral and herbal nose delivers rose, white pepper and lime. The palate offers plenty of acidity but is gentle and soft in feel, with ripe lime and grapefruit flavors that are rounded out by a blossomy note. A dry, citrus finish shows astringent acidity and a white pepper tone.",https://www.winemag.com/buying-guide/messina-hof-2017-dry-style-pinot-blanc-texas-303640/,Pinot Blanc,Messina Hof 2017 Dry Style Pinot Blanc (Texas),Messina Hof,,
71,71,71.0,14.5%,"Lodi, Central Valley, California, US",750 ml,Red,85,"$26,  Buy Now","An abundance of sweet-seeming, spicy oak fills the aroma and smothers the fruit flavors in this spice cabinet of a wine. It has lots of vanilla, ginger, nutmeg and maple flavors and full body.",https://www.winemag.com/buying-guide/moss-roxx-2015-ancient-vine-reserve-zinfandel-lodi/,Zinfandel,Moss Roxx 2015 Ancient Vine Reserve Zinfandel (Lodi),Moss Roxx,,
72,72,72.0,13.5%,Olelo,750 ml,Red,85,"$15,  Buy Now","Light-red fruit, crushed gravel and a hint of gunmetal aromas show on the nose of this bottling. It's lighter bodied on the palate with lots of turned soil flavors and just a touch of red fruit.",https://www.winemag.com/buying-guide/olelo-2016-merlot-paso-robles-303531/,Paso Robles,Olelo 2016 Merlot (Paso Robles),Olelo,,
73,73,73.0,13.9%,Ballard Lane,750 ml,White,85,"$12,  Buy Now","A slightly darker shade of yellow in the glass, this bottling shows dried apple, wet hay and orange touches on the nose. The palate offers apple, pear and lime flavors, but without much texture or energy.",https://www.winemag.com/buying-guide/ballard-lane-2017-sauvignon-blanc-santa-barbara-county-303830/,Santa Barbara County,Ballard Lane 2017 Sauvignon Blanc (Santa Barbara County),Ballard Lane,,
74,74,74.0,13.5%,Dirt Diva,750 ml,Red,85,"$14,  Buy Now","There is beautiful packaging on this bottle, yet it contains less-than-beautiful wine. Aromas of vinegar-laced cranberry sauce leads into tangy cooked cranberry flavors on the sip.",https://www.winemag.com/buying-guide/dirt-diva-2015-red-paso-robles-303200/,Paso Robles,Dirt Diva 2015 Red (Paso Robles),Dirt Diva,,
75,75,75.0,12.5%,Farmhouse,750 ml,White,85,"$13,  Buy Now","This wine has a pink tinge in the color and strong floral and fruity aromas. It is peachy in flavor, light in body and slightly sweet, making it an aromatic, picnic-style wine.",https://www.winemag.com/buying-guide/farmhouse-2017-white-california/,California,Farmhouse 2017 White (California),Farmhouse,,
76,76,76.0,11%,Grape Creek Vineyards,750 ml,White,85,"$22,  Buy Now","Perfumed notes of rose and lily are joined by lime zest and candied orange on the nose of this refreshing, but simple Riesling. On the light footed and playful palate there is an orange flavored sweetness throughout, with notes of tart green apple, ripe lemon and pear. There are some chalky, mineral notes that quietly add depth to the palate, while ripe grapefruit and lime round out the finish.",https://www.winemag.com/buying-guide/grape-creek-vineyards-2016-riesling-texas/,Texas,Grape Creek Vineyards 2016 Riesling (Texas),Grape Creek Vineyards,,
77,77,77.0,14.5%,Kenwood,750 ml,White,85,"$14,  Buy Now","Golden in color, this wine opens bright and fresh on the nose before providing a lush, creamy and fruit-forward experience of indelible ripeness on the palate.",https://www.winemag.com/buying-guide/kenwood-2017-pinot-gris-russian-river-valley-304619/,Russian River Valley,Kenwood 2017 Pinot Gris (Russian River Valley),Kenwood,,
78,78,78.0,14.6%,"Paso Robles, Central Coast, California, US",750 ml,Rose,85,"$18,  Buy Now","A rusty shade of pink, this bottling, which includes 10% Picpoul Blanc, shows cooked cherries and baking spice on the nose. The palate is full of watery cherries.",https://www.winemag.com/buying-guide/kula-2017-rose-of-syrah-paso-robles-303022/,Syrah,Kula 2017 Rosé of Syrah (Paso Robles),Kula,,
79,79,79.0,13.5%,"Monticello, Virginia, US",750 ml,White,85,"$22,  Buy Now","A fairly dark shade of rusty gold in the glass, this bottling starts with aromas of toasted nuts and baked bread. The palate comes across more fresh, showing tangy lemon rind, unsweetened iced tea and more nutty qualities.",https://www.winemag.com/buying-guide/lovingston-2016-janets-block-chardonnay-monticello/,Chardonnay,Lovingston 2016 Janet's Block Chardonnay (Monticello),Lovingston,,
80,80,80.0,14.68%,"Lodi, Central Valley, California, US",750 ml,White,85,"$21,  Buy Now","This is a good, basic wine with modest amounts of fruitiness and butteriness mingling on a medium body. A chalky, earthy note comes in on the midpalate and lingers.",https://www.winemag.com/buying-guide/viaggio-2016-buttercup-chardonnay-lodi/,Chardonnay,Viaggio 2016 Buttercup Chardonnay (Lodi),Viaggio,,
81,81,81.0,12.5%,Fetzer,750 ml,White,85,"$10,  Buy Now","Light in color and flavor, this wine smells tangy and citrus-like, and tastes lean and low in fruit and acidity. It's clean and simple in character.",https://www.winemag.com/buying-guide/fetzer-2017-sauvignon-blanc-california-303262/,California,Fetzer 2017 Sauvignon Blanc (California),Fetzer,,
82,82,82.0,14%,Jack's House,750 ml,Red,85,"$15,  Buy Now",This wine seems sweet due to candied-fruit aromas and flavors and oaky spices like vanilla and maple. It is medium bodied and soft in texture for the varietal.,https://www.winemag.com/buying-guide/jacks-house-2016-cabernet-sauvignon-california-302955/,California,Jack's House 2016 Cabernet Sauvignon (California),Jack's House,,
83,83,83.0,13.6%,"Texas High Plains, Texas, US",750 ml,Red,85,"$20,  Buy Now","The nose offers aromas of Marasca cherry, candied orange and sharp angostura bitters over subtler tones of sawdust and aged oak. Fairly tart upfront in flavors of plum and red cherry, the palate is bolstered by sandy tannins and tangy acidity.",https://www.winemag.com/buying-guide/llano-estacado-2014-thp-montepulciano-texas-high-plains/,Montepulciano,Llano Estacado 2014 THP Montepulciano (Texas High Plains),Llano Estacado,,
84,84,84.0,14.2%,"Rattlesnake Hills, Columbia Valley, Washington, US",750 ml,Red,85,"$36,  Buy Now","High-toned apple and cherry aromas are followed by a scratchy feeling palate marked by gritty tannins. The tannins don't seem to have fully ripened, and the variety is hard to find.",https://www.winemag.com/buying-guide/maryhill-2015-elephant-mountain-vineyard-cabernet-franc-rattlesnake-hills-304184/,Cabernet Franc,Maryhill 2015 Elephant Mountain Vineyard Cabernet Franc (Rattlesnake Hills),Maryhill,,
85,85,85.0,13%,Messina Hof,750 ml,Red,85,"$22,  Buy Now","Aromas of peppercorns, earthy licorice, pumpernickel and black currant are intriguing on the nose of this blend of 45% Syrah, 35% Mourvèdre and 22% Grenache. Ripe fruit flavors are propped up by juicy acidity over sandy tannins. This remains juicy towards the finish, with a touch of peppery spice.",https://www.winemag.com/buying-guide/messina-hof-nv-g-s-m-texas/,Texas,Messina Hof NV G-S-M (Texas),Messina Hof,,
86,86,86.0,13.7%,Gray Ghost,750 ml,White,85,"$19,  Buy Now","Muted in a nutty aroma, this approachable wine doesn't offer much in fruity or floral notes. It shows a lighter take on the palate as well, where lemon, almond skin and lees tones are subdued. Soft and thin in mouthfeel, it has a short, but friendly finish.",https://www.winemag.com/buying-guide/gray-ghost-2017-chardonnay-virginia/,Virginia,Gray Ghost 2017 Chardonnay (Virginia),Gray Ghost,,
87,87,87.0,14.1%,"Napa Valley, Napa, California, US",750 ml,White,85,"$35,  Buy Now","This wine is viscous and sweetly ripe in baked apple and honey flavors, with a thickness that persists.",https://www.winemag.com/buying-guide/hailstone-vineyards-2017-32-degrees-sauvignon-blanc-napa-valley/,Sauvignon Blanc,Hailstone Vineyards 2017 32 Degrees Sauvignon Blanc (Napa Valley),Hailstone Vineyards,,
88,88,88.0,13%,"Monticello, Virginia, US",750 ml,White,85,"$35,  Buy Now","Tight aromas of banana, white grape and juniper show on the nose of this Viognier. The ripe yet racy palate is framed by decent acidity, while delivering flavors of pastille candies and melon.",https://www.winemag.com/buying-guide/jefferson-vineyards-2017-jeffersons-own-estate-reserve-viognier-monticello/,Viognier,Jefferson Vineyards 2017 Jefferson's Own Estate Reserve Viognier (Monticello),Jefferson Vineyards,,
89,89,89.0,11.3%,"California, California Other, California, US",750 ml,White,85,"$17,  Buy Now","This is a good picnic wine to serve with cheese or salty snacks. It's sweet, smooth and very fruity, with medium body, low alcohol and soft acidity.",https://www.winemag.com/buying-guide/jessies-grove-2017-jessies-collection-orange-muscat-california/,Orange Muscat,Jessie's Grove 2017 Jessie's Collection Orange Muscat (California),Jessie's Grove,,
90,90,90.0,10%,Llano Estacado,750 ml,White,85,"$10,  Buy Now","Aromas of Satsuma, lychee, gooseberry and lily are luscious and inviting. A burst of sweetness paired with zesty acidity quickly mellows into soft ripe flavors of honeydew melon, white peach and lychee. The palate is creamy in feel, with some tangy acidity on the fringe to balance it out. Ripe yellow peach and sweet Valencia orange linger on the finish.",https://www.winemag.com/buying-guide/llano-estacado-2017-gewurztraminer-texas-303566/,Texas,Llano Estacado 2017 Gewürztraminer (Texas),Llano Estacado,,
91,91,91.0,12.1%,Maryhill,750 ml,White,85,"$16,  Buy Now","The aromas seem muddled, needing more clarity. The palate drinks medium-plus sweet, with peach and orange flavors. It doesn't all come together, living off the sugar.",https://www.winemag.com/buying-guide/maryhill-2017-riesling-columbia-valley-wa-304189/,Columbia Valley (WA),Maryhill 2017 Riesling (Columbia Valley (WA)),Maryhill,,
92,92,92.0,12.1%,James Charles,750 ml,Red,85,"$30,  Buy Now","This wine offers jammy blueberry and lavender aromas that are tinged with brett. The palate brings high-octane flavors, supported by racy acidity that both demand more tannic structure and complexity in mouthfeel.",https://www.winemag.com/buying-guide/james-charles-2017-cabernet-sauvignon-virginia/,Virginia,James Charles 2017 Cabernet Sauvignon (Virginia),James Charles,,
93,93,93.0,13.9%,"Texas, Texas, US",750 ml,Red,85,"$35,  Buy Now","Aromas of fur, rubber and black plum take on a feral character. Concentrated tannins are a brutish gatekeeper, settling on the front of the palate ahead of flavors of black plum, cassis, vanilla and baking spice. The tannins are the guiding force through the spicy finish that carries nutmeg and black fruit.",https://www.winemag.com/buying-guide/llano-estacado-2014-1836-red-texas/,Red Blend,Llano Estacado 2014 1836 Red (Texas),Llano Estacado,,
94,94,94.0,15.2%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red,85,"$40,  Buy Now","The aromas offer notes of toast, spice and dark fruit. Despite the higher alcohol level, the flavors are somewhat lighter in style, a touch sweet but straight down the fairway, with a tangy finish. It's a straightforward, easy drinker.",https://www.winemag.com/buying-guide/maryhill-2015-vineyard-series-clifton-hill-vineyard-cabernet-sauvignon-wahluke-slope-304185/,Cabernet Sauvignon,Maryhill 2015 Vineyard Series Clifton Hill Vineyard Cabernet Sauvignon (Wahluke Slope),Maryhill,,
95,95,95.0,14.4%,"Russian River Valley, Sonoma, California, US",750 ml,Red,85,"$45,  Buy Now",This wine is simple in structure with a medium-bodied richness of juicy red fruit.,https://www.winemag.com/buying-guide/merriam-2013-windacre-vineyard-cabernet-franc-russian-river-valley/,Cabernet Franc,Merriam 2013 Windacre Vineyard Cabernet Franc (Russian River Valley),Merriam,,
96,96,96.0,13.5%,Seven Daughters,750 ml,Red,85,"$15,  Buy Now",This medium-bodied wine has an earthy overtone at first sip and then generally ripe and plummy flavors that are straightforward but lightly accented by vanilla. It feels smooth in texture.,https://www.winemag.com/buying-guide/seven-daughters-2015-cabernet-sauvignon-california-303280/,California,Seven Daughters 2015 Cabernet Sauvignon (California),Seven Daughters,,
97,97,97.0,12.5%,Slater Run,750 ml,Red,85,"$26,  Buy Now","Gentle in texture and in flavor, this wine is medium bodied, rather soft in mouthfeel and has ripe strawberry and raspberry notes. The finish is pleasant but short.",https://www.winemag.com/buying-guide/slater-run-2017-cabernet-franc-virginia-302859/,Virginia,Slater Run 2017 Cabernet Franc (Virginia),Slater Run,,
98,98,98.0,11.5%,"Warren Hills, New Jersey, US",750 ml,White,84,"$19,  Buy Now","Perfumed and floral aromas are joined by lychee, citrus and sugar plum on the nose. Lemon juice and grapefruit pith are highlighted by pineapple acidity, florals and grassiness on the straightforward palate, finishing with lemon pith and wet stone.",https://www.winemag.com/buying-guide/alba-2016-dry-riesling-warren-hills/,Riesling,Alba 2016 Dry Riesling (Warren Hills),Alba,,
99,99,99.0,13.3%,"Sonoma Valley, Sonoma, California, US",750 ml,Red,84,"$45,  Buy Now","This wine tastes slightly underripe, with herbal elements of bell pepper. It is made entirely from one variety, and its oak is subtle and supportive.",https://www.winemag.com/buying-guide/doren-2015-doren-vineyard-cabernet-sauvignon-sonoma-valley/,Cabernet Sauvignon,Doren 2015 Doren Vineyard Cabernet Sauvignon (Sonoma Valley),Doren,,
100,100,0.0,15.2%,"Napa Valley, Napa, California, US",750 ml,Red,95,"$130,  Buy Now","A woody and herbal nose follows through to the structured, rich palate, along with sage and cedar. Black cherry and currant define the flavors, while toasted oak lends support. The blend is 47% Cabernet Sauvignon, 33% Merlot, 10% Cabernet Franc, 6% Petit Verdot and 4% Malbec. Enjoy 2025–2030.",https://www.winemag.com/buying-guide/kenzo-estate-2015-rindo-estate-bottled-red-napa-valley-306469/,Bordeaux-style Red Blend,Kenzo Estate 2015 Rindo Estate Bottled Red (Napa Valley),Kenzo Estate,0.0,0.0
